Data table for: E:\YR 4 LVAY DATA\GT3X+\Hip\1130_V1L3XP_41sec.agd
Date, Time, Axis1,Axis2,Axis3,Inclinometer,Vector Magnitude
4/5/2011,16:10:06,0,0,0,1,0
4/5/2011,16:10:07,0,0,0,1,0
4/5/2011,16:10:08,0,0,0,1,0
4/5/2011,16:10:09,0,0,0,1,0
4/5/2011,16:10:10,0,0,0,1,0
4/5/2011,16:10:11,0,0,0,1,0
4/5/2011,16:10:12,0,0,0,1,0
4/5/2011,16:10:13,0,0,0,1,0
4/5/2011,16:10:14,0,0,0,1,0
4/5/2011,16:10:15,0,0,0,1,0
4/5/2011,16:10:16,0,0,0,1,0
4/5/2011,16:10:17,0,0,0,1,0
4/5/2011,16:10:18,0,0,0,1,0
4/5/2011,16:10:19,0,0,0,1,0
4/5/2011,16:10:20,0,0,0,1,0
4/5/2011,16:10:21,0,0,0,1,0
4/5/2011,16:10:22,0,0,0,1,0
4/5/2011,16:10:23,0,0,0,1,0
4/5/2011,16:10:24,0,0,0,1,0
4/5/2011,16:10:25,0,0,0,1,0
4/5/2011,16:10:26,0,0,0,1,0
4/5/2011,16:10:27,0,0,0,1,0
4/5/2011,16:10:28,0,0,0,1,0
4/5/2011,16:10:29,0,0,0,1,0
4/5/2011,16:10:30,0,0,0,1,0
4/5/2011,16:10:31,0,0,0,1,0
4/5/2011,16:10:32,0,0,0,1,0
4/5/2011,16:10:33,0,0,0,1,0
4/5/2011,16:10:34,0,0,0,1,0
4/5/2011,16:10:35,0,0,0,1,0
4/5/2011,16:10:36,0,0,0,1,0
4/5/2011,16:10:37,0,0,0,1,0
4/5/2011,16:10:38,0,0,0,1,0
4/5/2011,16:10:39,0,0,0,1,0
4/5/2011,16:10:40,4,0,12,1,12.65
4/5/2011,16:10:41,0,0,0,1,0
4/5/2011,16:10:42,0,0,0,1,0
4/5/2011,16:10:43,0,0,0,1,0
4/5/2011,16:10:44,0,0,0,1,0
4/5/2011,16:10:45,0,0,0,1,0
4/5/2011,16:10:46,0,0,0,1,0
4/5/2011,16:10:47,0,0,0,1,0
4/5/2011,16:10:48,0,0,0,1,0
4/5/2011,16:10:49,0,0,0,1,0
4/5/2011,16:10:50,0,0,0,1,0
4/5/2011,16:10:51,0,0,0,1,0
4/5/2011,16:10:52,0,0,0,1,0
4/5/2011,16:10:53,0,0,0,1,0
4/5/2011,16:10:54,0,0,0,1,0
4/5/2011,16:10:55,0,0,0,1,0
4/5/2011,16:10:56,0,0,0,1,0
4/5/2011,16:10:57,55,63,31,1,89.19
4/5/2011,16:10:58,139,159,33,1,213.75
4/5/2011,16:10:59,90,68,35,1,118.11
4/5/2011,16:11:00,73,14,52,1,90.71
4/5/2011,16:11:01,66,0,0,1,66
4/5/2011,16:11:02,13,0,3,1,13.34
4/5/2011,16:11:03,0,0,0,2,0
4/5/2011,16:11:04,0,0,0,2,0
4/5/2011,16:11:05,0,0,0,2,0
4/5/2011,16:11:06,0,0,0,2,0
4/5/2011,16:11:07,12,0,0,1,12
4/5/2011,16:11:08,39,9,0,1,40.02
4/5/2011,16:11:09,7,0,3,1,7.62
4/5/2011,16:11:10,0,0,0,2,0
4/5/2011,16:11:11,4,0,6,2,7.21
4/5/2011,16:11:12,0,0,18,2,18
4/5/2011,16:11:13,0,0,0,2,0
4/5/2011,16:11:14,0,0,0,2,0
4/5/2011,16:11:15,6,2,21,2,21.93
4/5/2011,16:11:16,40,44,43,1,73.38
4/5/2011,16:11:17,65,163,95,1,199.55
4/5/2011,16:11:18,19,48,87,1,101.16
4/5/2011,16:11:19,73,114,118,1,179.58
4/5/2011,16:11:20,236,179,164,1,338.57
4/5/2011,16:11:21,154,194,135,1,282.09
4/5/2011,16:11:22,56,99,12,1,114.37
4/5/2011,16:11:23,1,48,0,1,48.01
4/5/2011,16:11:24,3,5,0,1,5.83
4/5/2011,16:11:25,0,0,0,1,0
4/5/2011,16:11:26,7,18,19,1,27.09
4/5/2011,16:11:27,0,5,0,3,5
4/5/2011,16:11:28,0,19,0,3,19
4/5/2011,16:11:29,25,13,35,1,44.93
4/5/2011,16:11:30,0,6,9,3,10.82
4/5/2011,16:11:31,0,0,0,3,0
4/5/2011,16:11:32,0,0,0,3,0
4/5/2011,16:11:33,0,0,0,3,0
4/5/2011,16:11:34,0,0,0,3,0
4/5/2011,16:11:35,0,0,0,3,0
4/5/2011,16:11:36,0,0,13,3,13
4/5/2011,16:11:37,0,6,0,3,6
4/5/2011,16:11:38,0,6,11,3,12.53
4/5/2011,16:11:39,0,0,0,3,0
4/5/2011,16:11:40,0,0,0,3,0
4/5/2011,16:11:41,0,0,0,3,0
4/5/2011,16:11:42,0,0,0,3,0
4/5/2011,16:11:43,0,0,0,3,0
4/5/2011,16:11:44,0,0,0,3,0
4/5/2011,16:11:45,0,0,0,3,0
4/5/2011,16:11:46,0,0,0,3,0
4/5/2011,16:11:47,0,0,0,3,0
4/5/2011,16:11:48,0,9,0,3,9
4/5/2011,16:11:49,0,0,0,3,0
4/5/2011,16:11:50,0,4,0,3,4
4/5/2011,16:11:51,0,7,0,3,7
4/5/2011,16:11:52,0,13,11,3,17.03
4/5/2011,16:11:53,0,22,3,3,22.2
4/5/2011,16:11:54,0,0,9,3,9
4/5/2011,16:11:55,0,0,0,3,0
4/5/2011,16:11:56,0,0,0,3,0
4/5/2011,16:11:57,0,0,0,3,0
4/5/2011,16:11:58,0,0,0,3,0
4/5/2011,16:11:59,0,0,0,3,0
4/5/2011,16:12:00,0,0,0,3,0
4/5/2011,16:12:01,0,0,0,3,0
4/5/2011,16:12:02,0,0,0,3,0
4/5/2011,16:12:03,0,0,0,3,0
4/5/2011,16:12:04,0,0,0,3,0
4/5/2011,16:12:05,0,0,0,3,0
4/5/2011,16:12:06,0,0,0,3,0
4/5/2011,16:12:07,0,0,0,3,0
4/5/2011,16:12:08,0,0,0,3,0
4/5/2011,16:12:09,0,0,0,3,0
4/5/2011,16:12:10,0,0,0,3,0
4/5/2011,16:12:11,0,0,0,3,0
4/5/2011,16:12:12,0,0,0,3,0
4/5/2011,16:12:13,0,0,0,3,0
4/5/2011,16:12:14,0,0,0,3,0
4/5/2011,16:12:15,0,0,0,3,0
4/5/2011,16:12:16,0,0,0,3,0
4/5/2011,16:12:17,0,0,0,3,0
4/5/2011,16:12:18,0,0,0,3,0
4/5/2011,16:12:19,0,0,0,3,0
4/5/2011,16:12:20,5,0,0,3,5
4/5/2011,16:12:21,0,0,0,3,0
4/5/2011,16:12:22,0,0,0,3,0
4/5/2011,16:12:23,0,4,0,3,4
4/5/2011,16:12:24,0,0,5,3,5
4/5/2011,16:12:25,0,0,0,3,0
4/5/2011,16:12:26,0,0,0,3,0
4/5/2011,16:12:27,0,0,0,3,0
4/5/2011,16:12:28,0,0,0,3,0
4/5/2011,16:12:29,0,0,0,3,0
4/5/2011,16:12:30,0,0,0,3,0
4/5/2011,16:12:31,0,0,0,3,0
4/5/2011,16:12:32,0,0,0,3,0
4/5/2011,16:12:33,0,0,0,3,0
4/5/2011,16:12:34,0,0,0,3,0
4/5/2011,16:12:35,0,0,0,3,0
4/5/2011,16:12:36,0,0,0,3,0
4/5/2011,16:12:37,0,0,0,3,0
4/5/2011,16:12:38,0,0,0,3,0
4/5/2011,16:12:39,0,0,0,3,0
4/5/2011,16:12:40,0,0,0,3,0
4/5/2011,16:12:41,0,0,0,3,0
4/5/2011,16:12:42,0,0,0,3,0
4/5/2011,16:12:43,0,0,0,3,0
4/5/2011,16:12:44,0,0,0,3,0
4/5/2011,16:12:45,0,0,0,3,0
4/5/2011,16:12:46,0,0,0,3,0
4/5/2011,16:12:47,0,0,0,3,0
4/5/2011,16:12:48,0,0,0,3,0
4/5/2011,16:12:49,0,0,0,3,0
4/5/2011,16:12:50,0,0,0,3,0
4/5/2011,16:12:51,0,0,0,3,0
4/5/2011,16:12:52,0,0,0,3,0
4/5/2011,16:12:53,0,0,0,3,0
4/5/2011,16:12:54,0,0,0,3,0
4/5/2011,16:12:55,0,0,0,3,0
4/5/2011,16:12:56,0,0,0,3,0
4/5/2011,16:12:57,0,0,0,3,0
4/5/2011,16:12:58,0,0,0,3,0
4/5/2011,16:12:59,0,0,0,3,0
4/5/2011,16:13:00,0,0,0,3,0
4/5/2011,16:13:01,0,0,0,3,0
4/5/2011,16:13:02,0,0,0,3,0
4/5/2011,16:13:03,0,0,0,3,0
4/5/2011,16:13:04,0,0,0,3,0
4/5/2011,16:13:05,0,0,0,3,0
4/5/2011,16:13:06,0,0,0,3,0
4/5/2011,16:13:07,0,0,0,3,0
4/5/2011,16:13:08,0,0,0,3,0
4/5/2011,16:13:09,0,0,0,3,0
4/5/2011,16:13:10,0,0,0,3,0
4/5/2011,16:13:11,0,0,0,3,0
4/5/2011,16:13:12,0,0,0,3,0
4/5/2011,16:13:13,0,0,0,3,0
4/5/2011,16:13:14,0,0,0,3,0
4/5/2011,16:13:15,0,0,0,3,0
4/5/2011,16:13:16,0,0,0,3,0
4/5/2011,16:13:17,0,0,0,3,0
4/5/2011,16:13:18,0,0,0,3,0
4/5/2011,16:13:19,6,4,31,3,31.83
4/5/2011,16:13:20,16,16,28,1,36
4/5/2011,16:13:21,9,0,15,1,17.49
4/5/2011,16:13:22,3,14,0,3,14.32
4/5/2011,16:13:23,51,35,23,1,65.99
4/5/2011,16:13:24,73,124,115,1,184.2
4/5/2011,16:13:25,26,131,83,1,157.25
4/5/2011,16:13:26,18,73,18,1,77.31
4/5/2011,16:13:27,129,19,7,1,130.58
4/5/2011,16:13:28,66,15,0,1,67.68
4/5/2011,16:13:29,21,0,0,1,21
4/5/2011,16:13:30,4,0,8,2,8.94
4/5/2011,16:13:31,14,0,0,1,14
4/5/2011,16:13:32,0,0,0,2,0
4/5/2011,16:13:33,0,0,0,2,0
4/5/2011,16:13:34,0,0,0,2,0
4/5/2011,16:13:35,0,0,0,2,0
4/5/2011,16:13:36,0,0,0,2,0
4/5/2011,16:13:37,0,0,0,2,0
4/5/2011,16:13:38,0,0,0,2,0
4/5/2011,16:13:39,0,0,0,2,0
4/5/2011,16:13:40,0,0,0,2,0
4/5/2011,16:13:41,0,0,0,2,0
4/5/2011,16:13:42,0,0,0,2,0
4/5/2011,16:13:43,0,0,0,2,0
4/5/2011,16:13:44,0,0,0,2,0
4/5/2011,16:13:45,0,0,0,2,0
4/5/2011,16:13:46,0,0,0,2,0
4/5/2011,16:13:47,0,0,0,2,0
4/5/2011,16:13:48,0,0,0,2,0
4/5/2011,16:13:49,0,0,0,2,0
4/5/2011,16:13:50,0,0,0,2,0
4/5/2011,16:13:51,0,0,0,2,0
4/5/2011,16:13:52,0,0,0,2,0
4/5/2011,16:13:53,0,0,0,2,0
4/5/2011,16:13:54,0,0,0,2,0
4/5/2011,16:13:55,0,0,0,2,0
4/5/2011,16:13:56,0,0,0,2,0
4/5/2011,16:13:57,0,0,0,2,0
4/5/2011,16:13:58,0,0,0,2,0
4/5/2011,16:13:59,0,0,0,2,0
4/5/2011,16:14:00,0,0,0,2,0
4/5/2011,16:14:01,0,0,0,2,0
4/5/2011,16:14:02,0,0,0,2,0
4/5/2011,16:14:03,0,0,0,2,0
4/5/2011,16:14:04,0,0,0,2,0
4/5/2011,16:14:05,0,0,0,2,0
4/5/2011,16:14:06,0,0,0,2,0
4/5/2011,16:14:07,0,0,0,2,0
4/5/2011,16:14:08,0,0,0,2,0
4/5/2011,16:14:09,0,0,0,2,0
4/5/2011,16:14:10,0,0,0,2,0
4/5/2011,16:14:11,0,0,0,2,0
4/5/2011,16:14:12,0,0,0,2,0
4/5/2011,16:14:13,0,0,0,2,0
4/5/2011,16:14:14,0,0,0,2,0
4/5/2011,16:14:15,0,0,0,2,0
4/5/2011,16:14:16,0,0,0,2,0
4/5/2011,16:14:17,0,0,0,2,0
4/5/2011,16:14:18,0,0,0,2,0
4/5/2011,16:14:19,0,0,0,2,0
4/5/2011,16:14:20,0,0,0,2,0
4/5/2011,16:14:21,0,0,0,2,0
4/5/2011,16:14:22,0,0,0,2,0
4/5/2011,16:14:23,0,0,0,2,0
4/5/2011,16:14:24,0,0,0,2,0
4/5/2011,16:14:25,0,0,0,2,0
4/5/2011,16:14:26,0,0,0,2,0
4/5/2011,16:14:27,0,0,0,2,0
4/5/2011,16:14:28,0,0,0,2,0
4/5/2011,16:14:29,0,0,0,2,0
4/5/2011,16:14:30,0,0,0,2,0
4/5/2011,16:14:31,0,0,0,2,0
4/5/2011,16:14:32,0,0,0,2,0
4/5/2011,16:14:33,0,0,0,2,0
4/5/2011,16:14:34,0,0,0,2,0
4/5/2011,16:14:35,0,0,0,2,0
4/5/2011,16:14:36,0,0,0,2,0
4/5/2011,16:14:37,0,0,0,2,0
4/5/2011,16:14:38,0,0,0,2,0
4/5/2011,16:14:39,0,0,0,2,0
4/5/2011,16:14:40,0,0,0,2,0
4/5/2011,16:14:41,0,0,0,2,0
4/5/2011,16:14:42,0,0,0,2,0
4/5/2011,16:14:43,0,0,0,2,0
4/5/2011,16:14:44,0,0,0,2,0
4/5/2011,16:14:45,0,0,0,2,0
4/5/2011,16:14:46,0,0,0,2,0
4/5/2011,16:14:47,0,0,0,2,0
4/5/2011,16:14:48,0,0,0,2,0
4/5/2011,16:14:49,0,0,0,2,0
4/5/2011,16:14:50,0,0,0,2,0
4/5/2011,16:14:51,0,0,0,2,0
4/5/2011,16:14:52,0,0,0,2,0
4/5/2011,16:14:53,0,0,0,2,0
4/5/2011,16:14:54,0,0,0,2,0
4/5/2011,16:14:55,0,0,0,2,0
4/5/2011,16:14:56,0,0,0,2,0
4/5/2011,16:14:57,0,0,0,2,0
4/5/2011,16:14:58,0,0,0,2,0
4/5/2011,16:14:59,0,0,0,2,0
4/5/2011,16:15:00,0,0,0,2,0
4/5/2011,16:15:01,0,0,0,2,0
4/5/2011,16:15:02,0,0,0,2,0
4/5/2011,16:15:03,0,0,0,2,0
4/5/2011,16:15:04,0,0,0,2,0
4/5/2011,16:15:05,0,0,0,2,0
4/5/2011,16:15:06,0,0,0,2,0
4/5/2011,16:15:07,0,0,0,2,0
4/5/2011,16:15:08,0,0,0,2,0
4/5/2011,16:15:09,0,0,0,2,0
4/5/2011,16:15:10,0,0,0,2,0
4/5/2011,16:15:11,0,0,0,2,0
4/5/2011,16:15:12,0,0,0,2,0
4/5/2011,16:15:13,0,0,0,2,0
4/5/2011,16:15:14,0,0,0,2,0
4/5/2011,16:15:15,0,0,0,2,0
4/5/2011,16:15:16,0,0,0,2,0
4/5/2011,16:15:17,0,0,0,2,0
4/5/2011,16:15:18,0,0,0,2,0
4/5/2011,16:15:19,0,0,0,2,0
4/5/2011,16:15:20,0,0,0,2,0
4/5/2011,16:15:21,0,0,0,2,0
4/5/2011,16:15:22,0,0,0,2,0
4/5/2011,16:15:23,0,0,0,2,0
4/5/2011,16:15:24,0,0,0,2,0
4/5/2011,16:15:25,0,0,0,2,0
4/5/2011,16:15:26,0,0,0,2,0
4/5/2011,16:15:27,0,0,0,2,0
4/5/2011,16:15:28,0,0,0,2,0
4/5/2011,16:15:29,0,0,0,2,0
4/5/2011,16:15:30,0,0,0,2,0
4/5/2011,16:15:31,0,0,0,2,0
4/5/2011,16:15:32,0,0,0,2,0
4/5/2011,16:15:33,0,0,0,2,0
4/5/2011,16:15:34,0,0,0,2,0
4/5/2011,16:15:35,0,0,0,2,0
4/5/2011,16:15:36,0,0,0,2,0
4/5/2011,16:15:37,0,0,0,2,0
4/5/2011,16:15:38,0,0,0,2,0
4/5/2011,16:15:39,0,0,0,2,0
4/5/2011,16:15:40,0,0,0,2,0
4/5/2011,16:15:41,0,0,0,2,0
4/5/2011,16:15:42,0,0,0,2,0
4/5/2011,16:15:43,0,0,0,2,0
4/5/2011,16:15:44,0,0,0,2,0
4/5/2011,16:15:45,0,0,0,2,0
4/5/2011,16:15:46,0,0,0,2,0
4/5/2011,16:15:47,0,0,0,2,0
4/5/2011,16:15:48,0,0,0,2,0
4/5/2011,16:15:49,0,0,0,2,0
4/5/2011,16:15:50,0,0,0,2,0
4/5/2011,16:15:51,0,0,0,2,0
4/5/2011,16:15:52,0,0,0,2,0
4/5/2011,16:15:53,0,0,0,2,0
4/5/2011,16:15:54,0,0,0,2,0
4/5/2011,16:15:55,0,0,0,2,0
4/5/2011,16:15:56,0,0,0,2,0
4/5/2011,16:15:57,0,0,0,2,0
4/5/2011,16:15:58,0,0,0,2,0
4/5/2011,16:15:59,0,0,0,2,0
4/5/2011,16:16:00,0,0,0,2,0
4/5/2011,16:16:01,0,0,0,2,0
4/5/2011,16:16:02,0,0,0,2,0
4/5/2011,16:16:03,0,0,0,2,0
4/5/2011,16:16:04,0,0,0,2,0
4/5/2011,16:16:05,0,0,0,2,0
4/5/2011,16:16:06,0,0,0,2,0
4/5/2011,16:16:07,0,0,0,2,0
4/5/2011,16:16:08,0,0,0,2,0
4/5/2011,16:16:09,0,0,0,2,0
4/5/2011,16:16:10,0,0,0,2,0
4/5/2011,16:16:11,0,0,0,2,0
4/5/2011,16:16:12,0,0,0,2,0
4/5/2011,16:16:13,0,0,0,2,0
4/5/2011,16:16:14,0,0,0,2,0
4/5/2011,16:16:15,0,0,0,2,0
4/5/2011,16:16:16,0,0,0,2,0
4/5/2011,16:16:17,0,0,0,2,0
4/5/2011,16:16:18,0,0,0,2,0
4/5/2011,16:16:19,0,0,0,2,0
4/5/2011,16:16:20,0,0,0,2,0
4/5/2011,16:16:21,0,0,0,2,0
4/5/2011,16:16:22,0,0,0,2,0
4/5/2011,16:16:23,0,0,0,2,0
4/5/2011,16:16:24,0,0,0,2,0
4/5/2011,16:16:25,0,0,0,2,0
4/5/2011,16:16:26,0,0,0,2,0
4/5/2011,16:16:27,0,0,0,2,0
4/5/2011,16:16:28,0,0,0,2,0
4/5/2011,16:16:29,0,0,0,2,0
4/5/2011,16:16:30,0,0,0,2,0
4/5/2011,16:16:31,0,0,0,2,0
4/5/2011,16:16:32,0,0,0,2,0
4/5/2011,16:16:33,0,0,0,2,0
4/5/2011,16:16:34,0,0,0,0,0
4/5/2011,16:16:35,0,0,0,0,0
4/5/2011,16:16:36,0,0,0,0,0
4/5/2011,16:16:37,0,0,0,0,0
4/5/2011,16:16:38,0,0,0,0,0
4/5/2011,16:16:39,0,0,0,0,0
4/5/2011,16:16:40,0,0,0,0,0
4/5/2011,16:16:41,0,0,0,0,0
4/5/2011,16:16:42,0,0,0,0,0
4/5/2011,16:16:43,0,0,0,0,0
4/5/2011,16:16:44,0,0,0,0,0
4/5/2011,16:16:45,0,0,0,0,0
4/5/2011,16:16:46,0,0,0,0,0
4/5/2011,16:16:47,0,0,0,0,0
4/5/2011,16:16:48,0,0,0,0,0
4/5/2011,16:16:49,0,0,0,0,0
4/5/2011,16:16:50,0,0,0,0,0
4/5/2011,16:16:51,0,0,0,0,0
4/5/2011,16:16:52,0,0,0,0,0
4/5/2011,16:16:53,0,0,0,0,0
4/5/2011,16:16:54,0,0,0,0,0
4/5/2011,16:16:55,0,0,0,0,0
4/5/2011,16:16:56,0,0,0,0,0
4/5/2011,16:16:57,0,0,0,0,0
4/5/2011,16:16:58,0,0,0,0,0
4/5/2011,16:16:59,0,0,0,0,0
4/5/2011,16:17:00,0,0,0,0,0
4/5/2011,16:17:01,0,0,0,0,0
4/5/2011,16:17:02,0,0,0,0,0
4/5/2011,16:17:03,0,0,0,0,0
4/5/2011,16:17:04,0,0,0,0,0
4/5/2011,16:17:05,0,0,0,0,0
4/5/2011,16:17:06,0,0,0,0,0
4/5/2011,16:17:07,0,0,0,0,0
4/5/2011,16:17:08,0,0,0,0,0
4/5/2011,16:17:09,0,0,0,0,0
4/5/2011,16:17:10,0,0,0,0,0
4/5/2011,16:17:11,0,0,0,0,0
4/5/2011,16:17:12,0,0,0,0,0
4/5/2011,16:17:13,0,0,0,0,0
4/5/2011,16:17:14,0,0,0,0,0
4/5/2011,16:17:15,0,0,0,0,0
4/5/2011,16:17:16,0,0,0,0,0
4/5/2011,16:17:17,0,0,0,0,0
4/5/2011,16:17:18,0,0,0,0,0
4/5/2011,16:17:19,0,0,0,0,0
4/5/2011,16:17:20,0,0,0,0,0
4/5/2011,16:17:21,0,0,0,0,0
4/5/2011,16:17:22,0,0,0,0,0
4/5/2011,16:17:23,0,0,0,0,0
4/5/2011,16:17:24,0,0,0,0,0
4/5/2011,16:17:25,0,0,0,0,0
4/5/2011,16:17:26,0,0,0,0,0
4/5/2011,16:17:27,0,0,0,0,0
4/5/2011,16:17:28,0,0,0,0,0
4/5/2011,16:17:29,0,0,0,0,0
4/5/2011,16:17:30,0,0,0,0,0
4/5/2011,16:17:31,0,0,0,0,0
4/5/2011,16:17:32,0,0,0,0,0
4/5/2011,16:17:33,0,0,0,0,0
4/5/2011,16:17:34,0,0,0,0,0
4/5/2011,16:17:35,0,0,0,0,0
4/5/2011,16:17:36,0,0,0,0,0
4/5/2011,16:17:37,0,0,0,0,0
4/5/2011,16:17:38,0,0,0,0,0
4/5/2011,16:17:39,0,0,0,0,0
4/5/2011,16:17:40,0,0,0,0,0
4/5/2011,16:17:41,0,0,0,0,0
4/5/2011,16:17:42,0,0,0,0,0
4/5/2011,16:17:43,0,0,0,0,0
4/5/2011,16:17:44,0,0,0,0,0
4/5/2011,16:17:45,0,0,0,0,0
4/5/2011,16:17:46,0,0,0,0,0
4/5/2011,16:17:47,0,0,0,0,0
4/5/2011,16:17:48,0,0,0,0,0
4/5/2011,16:17:49,0,0,0,0,0
4/5/2011,16:17:50,0,0,0,0,0
4/5/2011,16:17:51,0,0,0,0,0
4/5/2011,16:17:52,0,0,0,0,0
4/5/2011,16:17:53,0,0,0,0,0
4/5/2011,16:17:54,0,0,0,0,0
4/5/2011,16:17:55,0,0,0,0,0
4/5/2011,16:17:56,0,0,0,0,0
4/5/2011,16:17:57,0,0,0,0,0
4/5/2011,16:17:58,0,0,0,0,0
4/5/2011,16:17:59,0,0,0,0,0
4/5/2011,16:18:00,0,0,0,0,0
4/5/2011,16:18:01,0,0,0,0,0
4/5/2011,16:18:02,0,0,0,0,0
4/5/2011,16:18:03,0,0,0,0,0
4/5/2011,16:18:04,0,0,0,0,0
4/5/2011,16:18:05,0,0,0,0,0
4/5/2011,16:18:06,0,0,0,0,0
4/5/2011,16:18:07,0,0,0,0,0
4/5/2011,16:18:08,0,0,0,0,0
4/5/2011,16:18:09,0,0,0,0,0
4/5/2011,16:18:10,0,0,0,0,0
4/5/2011,16:18:11,0,0,0,0,0
4/5/2011,16:18:12,0,0,0,0,0
4/5/2011,16:18:13,0,0,0,0,0
4/5/2011,16:18:14,0,0,0,0,0
4/5/2011,16:18:15,0,0,0,0,0
4/5/2011,16:18:16,0,0,0,0,0
4/5/2011,16:18:17,0,0,0,0,0
4/5/2011,16:18:18,0,0,0,0,0
4/5/2011,16:18:19,0,0,0,0,0
4/5/2011,16:18:20,0,0,0,0,0
4/5/2011,16:18:21,0,0,0,0,0
4/5/2011,16:18:22,0,0,0,0,0
4/5/2011,16:18:23,0,0,0,0,0
4/5/2011,16:18:24,0,0,0,0,0
4/5/2011,16:18:25,0,0,0,0,0
4/5/2011,16:18:26,0,0,0,0,0
4/5/2011,16:18:27,0,0,0,0,0
4/5/2011,16:18:28,0,0,0,0,0
4/5/2011,16:18:29,0,0,0,0,0
4/5/2011,16:18:30,0,0,0,0,0
4/5/2011,16:18:31,0,0,0,0,0
4/5/2011,16:18:32,0,0,0,0,0
4/5/2011,16:18:33,0,0,0,0,0
4/5/2011,16:18:34,0,0,0,0,0
4/5/2011,16:18:35,0,0,0,0,0
4/5/2011,16:18:36,0,0,0,0,0
4/5/2011,16:18:37,0,0,0,0,0
4/5/2011,16:18:38,0,0,0,0,0
4/5/2011,16:18:39,0,0,0,0,0
4/5/2011,16:18:40,0,0,0,0,0
4/5/2011,16:18:41,0,0,0,0,0
4/5/2011,16:18:42,0,0,0,0,0
4/5/2011,16:18:43,0,0,0,0,0
4/5/2011,16:18:44,0,0,0,0,0
4/5/2011,16:18:45,0,0,0,0,0
4/5/2011,16:18:46,0,0,0,0,0
4/5/2011,16:18:47,0,0,0,0,0
4/5/2011,16:18:48,0,0,0,0,0
4/5/2011,16:18:49,0,0,0,0,0
4/5/2011,16:18:50,0,0,0,0,0
4/5/2011,16:18:51,0,0,0,0,0
4/5/2011,16:18:52,0,0,0,0,0
4/5/2011,16:18:53,0,0,0,0,0
4/5/2011,16:18:54,0,0,0,0,0
4/5/2011,16:18:55,0,0,0,0,0
4/5/2011,16:18:56,0,0,0,0,0
4/5/2011,16:18:57,0,0,0,0,0
4/5/2011,16:18:58,0,0,0,0,0
4/5/2011,16:18:59,0,0,0,0,0
4/5/2011,16:19:00,0,0,0,0,0
4/5/2011,16:19:01,0,0,0,0,0
4/5/2011,16:19:02,0,0,0,0,0
4/5/2011,16:19:03,0,0,0,0,0
4/5/2011,16:19:04,0,0,0,0,0
4/5/2011,16:19:05,0,0,0,0,0
4/5/2011,16:19:06,0,0,0,0,0
4/5/2011,16:19:07,0,0,0,0,0
4/5/2011,16:19:08,0,0,0,0,0
4/5/2011,16:19:09,0,0,0,0,0
4/5/2011,16:19:10,0,0,0,0,0
4/5/2011,16:19:11,0,0,0,0,0
4/5/2011,16:19:12,0,0,0,0,0
4/5/2011,16:19:13,0,0,0,0,0
4/5/2011,16:19:14,0,0,0,0,0
4/5/2011,16:19:15,0,0,0,0,0
4/5/2011,16:19:16,0,0,0,0,0
4/5/2011,16:19:17,0,0,0,0,0
4/5/2011,16:19:18,0,0,0,0,0
4/5/2011,16:19:19,0,0,0,0,0
4/5/2011,16:19:20,0,0,0,0,0
4/5/2011,16:19:21,0,0,0,0,0
4/5/2011,16:19:22,0,0,0,0,0
4/5/2011,16:19:23,0,0,0,0,0
4/5/2011,16:19:24,0,0,0,0,0
4/5/2011,16:19:25,0,0,0,0,0
4/5/2011,16:19:26,0,0,0,0,0
4/5/2011,16:19:27,0,0,0,0,0
4/5/2011,16:19:28,0,0,0,0,0
4/5/2011,16:19:29,0,0,0,0,0
4/5/2011,16:19:30,0,0,0,0,0
4/5/2011,16:19:31,0,0,0,0,0
4/5/2011,16:19:32,0,0,0,0,0
4/5/2011,16:19:33,0,0,0,0,0
4/5/2011,16:19:34,0,0,0,0,0
4/5/2011,16:19:35,0,0,0,0,0
4/5/2011,16:19:36,0,0,0,0,0
4/5/2011,16:19:37,0,0,0,0,0
4/5/2011,16:19:38,0,0,0,0,0
4/5/2011,16:19:39,0,0,0,0,0
4/5/2011,16:19:40,0,0,0,0,0
4/5/2011,16:19:41,0,0,0,0,0
4/5/2011,16:19:42,0,0,0,0,0
4/5/2011,16:19:43,0,0,0,0,0
4/5/2011,16:19:44,0,0,0,0,0
4/5/2011,16:19:45,0,0,0,0,0
4/5/2011,16:19:46,0,0,0,0,0
4/5/2011,16:19:47,0,0,0,0,0
4/5/2011,16:19:48,0,0,0,0,0
4/5/2011,16:19:49,0,0,0,0,0
4/5/2011,16:19:50,0,0,0,0,0
4/5/2011,16:19:51,0,0,0,0,0
4/5/2011,16:19:52,0,0,0,0,0
4/5/2011,16:19:53,0,0,0,0,0
4/5/2011,16:19:54,0,0,0,0,0
4/5/2011,16:19:55,0,0,0,0,0
4/5/2011,16:19:56,0,0,0,0,0
4/5/2011,16:19:57,0,0,0,0,0
4/5/2011,16:19:58,0,0,0,0,0
4/5/2011,16:19:59,0,0,0,0,0
4/5/2011,16:20:00,0,0,0,0,0
4/5/2011,16:20:01,0,0,0,0,0
4/5/2011,16:20:02,0,0,0,0,0
4/5/2011,16:20:03,0,0,0,0,0
4/5/2011,16:20:04,0,0,0,0,0
4/5/2011,16:20:05,0,0,0,0,0
4/5/2011,16:20:06,0,0,0,0,0
